tahun,bulan,kode_prov_baru,kode_kab_baru,jenis_akomodasi,kelas_akomodasi,room,bed,room_yesterday,room_in,room_out,wna_yesterday,wni_yesterday,wna_in,wni_in,wna_out,wni_out
2023,9,33,04,1,3,5070,10140,1339,1016,997,0,2678,0,2032,0,1996
2023,9,33,05,1,3,7380,14760,3934,3001,2972,72,7739,59,5942,59,5868
2023,9,33,07,1,3,1440,2880,1250,1012,1005,36,2563,18,2038,16,2023
2023,9,33,08,1,3,2970,6120,1110,812,770,1401,959,860,769,845,713
2023,9,33,09,1,3,6600,13320,1191,971,977,0,2410,0,1942,0,1952
2023,9,33,10,1,3,1800,2820,1247,780,789,0,2494,0,1560,0,1578
2023,9,33,11,1,3,8370,12210,2630,2561,2478,0,5277,0,5122,0,4955
2023,9,33,13,1,3,5130,10080,2862,2513,2431,0,6003,0,5041,0,4869
2023,9,33,14,1,3,1350,2700,1096,807,774,0,2192,0,1614,0,1548
2023,9,33,15,1,3,5610,11250,1083,942,958,0,2166,0,1884,0,1916
2023,9,33,16,1,3,4740,9480,643,529,521,0,1022,0,837,0,837
2023,9,33,17,1,3,3300,6600,812,807,812,5,1639,5,1624,5,1639
2023,9,33,18,1,3,7290,13830,1628,1245,1288,5,3282,3,2495,3,2581
2023,9,33,19,1,3,7770,13530,5057,4027,4003,0,8268,0,6489,0,6452
2023,9,33,20,1,3,4440,8880,1453,1026,946,60,2890,22,2053,22,1891
2023,9,33,22,1,3,8580,18330,3636,3259,3380,0,7272,0,6518,0,6760
2023,9,33,23,1,3,1230,2460,462,448,448,0,924,0,896,0,896
2023,9,33,24,1,3,1680,3360,165,165,165,0,330,0,330,0,330
2023,9,33,25,1,3,2610,5220,1528,824,742,0,3018,0,1648,0,1486
2023,9,33,26,1,3,1680,3360,228,221,228,0,456,0,442,0,456
2023,9,33,27,1,3,3780,5400,323,229,225,0,662,0,460,0,450
2023,9,33,28,1,3,3780,7560,541,542,541,0,1082,0,1084,0,1082
2023,9,33,29,1,3,3690,6090,1485,1431,1441,0,2970,0,2862,0,2882
2023,9,33,71,1,3,7080,14016,2700,2027,1883,55,5344,20,4030,20,3739
2023,9,33,72,1,3,44850,91350,19468,15183,14876,332,36865,156,28134,182,27378
2023,9,33,73,1,3,5310,14220,1635,1027,977,93,3978,22,2743,21,2587
2023,9,33,74,1,3,90210,181590,52163,34943,34387,1359,99193,649,66918,643,65719
2023,9,33,75,1,3,19068,34590,9907,7629,7691,274,17296,69,14389,85,14323
2023,9,33,76,1,3,17460,31320,7488,5714,5605,322,14003,77,10654,73,10500
2023,9,33,01,1,4,3030,6300,1053,1059,1053,17,2106,17,2118,17,2106
2023,9,33,02,1,4,12960,25740,6303,4859,4793,0,12171,0,9274,0,9169
2023,9,33,03,1,4,4200,6300,2157,1487,1463,18,3754,11,2608,9,2573
2023,9,33,07,1,4,5790,10380,2435,1858,1813,176,4453,146,3477,142,3375
2023,9,33,08,1,4,6120,12720,4027,3085,2952,475,7332,247,5840,235,5579
2023,9,33,11,1,4,17880,31560,10761,6921,6773,116,20747,24,13429,40,13150
2023,9,33,13,1,4,12450,19680,7921,5175,5037,598,14470,79,9864,77,9564
2023,9,33,16,1,4,5430,10860,143,146,143,0,286,0,292,0,286
2023,9,33,22,1,4,6330,12060,1183,1032,1099,0,2455,0,2148,0,2282
2023,9,33,71,1,4,4260,8520,3188,2405,2311,257,6478,217,4693,209,4498
2023,9,33,72,1,4,48150,96060,33233,20667,20070,1517,60579,631,38075,646,36919
2023,9,33,73,1,4,8430,17340,4857,3616,3601,106,9735,43,7291,46,7248
2023,9,33,74,1,4,88025,171390,60622,39875,39408,1695,116113,1026,77179,1021,76263
2023,9,33,75,1,4,3060,5460,2647,1927,1873,663,4656,65,3026,65,2918
2023,9,33,08,1,5,3864,8970,2132,1314,1238,1136,3240,485,2152,498,2017
2023,9,33,13,1,5,3360,5310,1645,1261,1216,0,3301,0,2545,0,2438
2023,9,33,16,1,5,2340,4680,661,244,261,2,659,1,243,0,261
2023,9,33,28,1,5,1080,2160,432,447,432,0,864,0,894,0,864
2023,9,33,71,1,5,4440,8310,1586,1289,1192,85,3410,22,2701,21,2468
2023,9,33,72,1,5,16290,32580,11648,6343,6379,630,20302,184,11873,203,11915
2023,9,33,74,1,5,31500,63000,24016,12960,13040,2351,45384,819,25101,825,25268
2023,9,33,01,2,1,300,600,0,0,0,0,0,0,0,0,0
2023,9,33,02,2,1,7637,15290,1924,1946,1911,0,3823,0,3871,0,3808
2023,9,33,04,2,1,5437,17058,685,683,683,0,2507,0,2503,0,2503
2023,9,33,05,2,1,877,1755,323,270,265,0,555,0,503,0,492
2023,9,33,07,2,1,11436,22452,3459,3574,3459,19,6801,19,7038,19,6801
2023,9,33,08,2,1,6153,12873,1639,1646,1602,80,3212,61,3256,55,3162
2023,9,33,10,2,1,2360,4968,537,547,537,3,1074,3,1092,3,1074
2023,9,33,13,2,1,15840,31710,3580,3682,3526,0,7142,0,7344,0,7034
2023,9,33,15,2,1,210,420,92,93,92,0,184,0,186,0,184
2023,9,33,16,2,1,540,1080,24,24,24,0,24,0,24,0,24
2023,9,33,19,2,1,240,450,86,86,86,0,178,0,178,0,178
2023,9,33,20,2,1,2795,5586,765,427,417,45,1527,28,851,28,832
2023,9,33,21,2,1,180,180,11,11,11,0,13,0,13,0,13
2023,9,33,22,2,1,9463,19053,1564,1465,1432,0,3117,0,2925,0,2854
2023,9,33,26,2,1,390,780,40,36,39,0,80,0,72,0,78
2023,9,33,27,2,1,420,840,208,206,208,0,256,0,248,0,256
2023,9,33,28,2,1,1418,2835,453,455,453,0,906,0,910,0,906
2023,9,33,72,2,1,2256,4509,1331,1089,1082,0,2369,0,2063,0,2058
2023,9,33,73,2,1,270,600,29,28,29,0,59,0,57,0,59
2023,9,33,74,2,1,1530,3060,344,344,344,0,687,0,687,0,687
2023,9,33,75,2,1,840,1620,304,294,304,0,608,0,588,0,608
2023,9,33,76,2,1,360,720,50,50,50,0,100,0,100,0,100
2023,9,33,01,2,2,16412,30845,2716,2448,2409,0,5235,0,4543,0,4461
2023,9,33,02,2,2,37574,75140,7645,7742,7638,0,15291,0,15509,0,15286
2023,9,33,03,2,2,3190,5055,741,589,586,0,1416,0,1161,0,1154
2023,9,33,04,2,2,4410,8820,1551,1555,1551,0,3101,0,3108,0,3101
2023,9,33,05,2,2,10260,22320,2988,2962,2940,0,6116,0,6064,0,6020
2023,9,33,06,2,2,4440,7380,834,822,834,0,1618,0,1596,0,1618
2023,9,33,07,2,2,13221,26448,3926,3957,3873,21,7792,9,7735,21,7536
2023,9,33,08,2,2,10011,20838,2144,2169,2081,37,4272,30,4260,30,4149
2023,9,33,09,2,2,5220,9720,874,870,868,0,1748,0,1740,0,1736
2023,9,33,10,2,2,21330,40379,2755,2788,2755,0,5476,0,5528,0,5463
2023,9,33,11,2,2,3204,6264,987,938,936,0,1975,0,1851,0,1847
2023,9,33,12,2,2,13578,28278,4201,3206,3158,0,6512,0,5424,0,5386
2023,9,33,13,2,2,19070,38007,3454,3401,3294,0,6896,0,6793,0,6574
2023,9,33,14,2,2,480,960,12,12,12,0,24,0,24,0,24
2023,9,33,15,2,2,1110,1860,525,522,525,0,1050,0,1044,0,1050
2023,9,33,16,2,2,3936,8016,1126,1118,1109,0,2253,0,2237,0,2218
2023,9,33,17,2,2,4020,7980,433,439,433,0,842,0,853,0,842
2023,9,33,18,2,2,4440,8700,1060,1072,1060,0,2138,0,2144,0,2114
2023,9,33,19,2,2,7317,12384,1744,1758,1735,0,3580,0,3581,0,3543
2023,9,33,20,2,2,7582,15162,1319,863,851,0,2676,0,1746,0,1722
2023,9,33,21,2,2,1320,1980,81,80,81,0,155,0,153,0,155
2023,9,33,22,2,2,32613,66009,7310,7461,7310,0,15099,0,14915,0,14596
2023,9,33,23,2,2,4615,9232,1881,1893,1881,0,3765,0,3787,0,3765
2023,9,33,24,2,2,3648,7296,923,898,904,0,2004,0,1796,0,1793
2023,9,33,25,2,2,2438,4875,1618,1618,1618,0,3235,0,3237,0,3235
2023,9,33,26,2,2,3375,6750,1608,1630,1608,0,3215,0,3260,0,3215
2023,9,33,27,2,2,2456,4409,537,537,537,0,1113,0,1111,0,1113
2023,9,33,28,2,2,3375,6750,723,675,680,0,1353,0,1347,0,1353
2023,9,33,71,2,2,3096,6120,501,490,465,0,1013,0,1005,0,947
2023,9,33,72,2,2,29695,59508,7971,7567,7500,0,15647,0,14926,0,14764
2023,9,33,73,2,2,8292,17175,2875,2376,2335,0,5869,0,4973,0,4875
2023,9,33,74,2,2,20183,41826,8095,6311,6126,0,16109,0,12579,0,12205
2023,9,33,75,2,2,6512,11924,1585,1516,1527,0,3096,0,2867,0,2881
2023,9,33,76,2,2,4080,6960,3252,3308,3252,0,5800,0,5912,0,5800
2023,9,33,01,2,3,3825,7650,218,225,218,0,435,0,450,0,435
2023,9,33,02,2,3,22349,44699,5456,5566,5456,0,10974,0,11228,0,10974
2023,9,33,03,2,3,1020,1620,52,49,49,0,104,0,98,0,98
2023,9,33,04,2,3,5400,10800,1350,1360,1350,0,2700,0,2720,0,2700
2023,9,33,05,2,3,8169,17618,2750,2097,2057,0,5649,0,4348,0,4263
2023,9,33,06,2,3,4759,8367,729,731,729,0,1315,0,1318,0,1315
2023,9,33,07,2,3,9488,17776,2125,2129,2125,6,4212,6,4234,6,4212
2023,9,33,08,2,3,8220,18000,1595,1654,1595,403,2730,405,2842,403,2730
2023,9,33,09,2,3,8145,15840,793,713,714,0,1559,0,1398,0,1400
2023,9,33,11,2,3,4351,8138,670,668,670,0,1338,0,1336,0,1338
2023,9,33,12,2,3,1500,2640,184,184,184,0,368,0,368,0,368
2023,9,33,13,2,3,4200,8400,251,296,251,0,510,0,600,0,510
2023,9,33,14,2,3,2565,3465,572,573,572,0,1069,0,1067,0,1069
2023,9,33,15,2,3,1530,3060,313,256,251,0,626,0,512,0,502
2023,9,33,16,2,3,17144,34288,2610,2538,2549,0,5115,0,4908,0,4919
2023,9,33,17,2,3,5110,10220,631,632,631,0,1197,0,1197,0,1197
2023,9,33,18,2,3,10410,20160,1733,1419,1421,0,3205,0,2598,0,2602
2023,9,33,19,2,3,7689,9576,1491,1512,1491,0,2214,0,2242,0,2214
2023,9,33,20,2,3,6588,13176,622,541,532,0,1246,0,1083,0,1066
2023,9,33,21,2,3,900,2100,308,309,308,0,616,0,618,0,616
2023,9,33,22,2,3,30717,60533,5135,4977,4762,0,10626,0,9932,0,9475
2023,9,33,23,2,3,2475,4950,794,790,794,0,1587,0,1578,0,1587
2023,9,33,24,2,3,5184,9972,1060,1016,1024,0,2118,0,2033,0,2046
2023,9,33,25,2,3,2700,5400,962,956,962,0,1923,0,1911,0,1923
2023,9,33,26,2,3,780,1560,105,109,105,0,210,0,218,0,210
2023,9,33,27,2,3,8220,15082,2070,1839,1799,0,3896,0,3602,0,3523
2023,9,33,28,2,3,4509,9019,1135,1063,1059,0,2272,0,2128,0,2118
2023,9,33,29,2,3,4875,8550,1663,1668,1663,0,3325,0,3335,0,3325
2023,9,33,71,2,3,5176,10650,1872,1480,1406,0,3901,0,2958,0,2800
2023,9,33,72,2,3,21773,43966,9884,8595,8454,177,18998,35,16349,0,16134
2023,9,33,73,2,3,6210,12420,1247,1230,1213,0,2354,0,2340,0,2309
2023,9,33,74,2,3,21592,43173,7732,6823,6683,0,14234,0,12650,0,12373
2023,9,33,75,2,3,4610,8517,456,463,451,0,897,0,910,0,887
2023,9,33,76,2,3,6390,11268,1175,1189,1175,0,2208,0,2240,0,2208
2023,9,33,01,2,4,6185,12369,1092,1091,1092,0,1938,0,1937,0,1938
2023,9,33,02,2,4,20589,41175,3214,3188,3214,0,6459,0,6406,0,6459
2023,9,33,03,2,4,3276,6360,894,646,614,0,1920,0,1382,0,1310
2023,9,33,05,2,4,3870,7740,1281,1281,1281,0,2631,0,2631,0,2631
2023,9,33,06,2,4,1350,2340,242,243,242,0,484,0,486,0,484
2023,9,33,07,2,4,4590,5760,1029,1014,1029,0,2058,0,2028,0,2058
2023,9,33,08,2,4,1290,2580,235,275,235,0,470,0,550,0,470
2023,9,33,09,2,4,1470,2940,349,269,263,0,698,0,538,0,526
2023,9,33,10,2,4,3780,6600,214,222,214,0,428,0,444,0,428
2023,9,33,11,2,4,5985,11451,1186,1182,1186,0,2433,0,2423,0,2433
2023,9,33,12,2,4,3060,3660,582,394,386,0,582,0,394,0,386
2023,9,33,13,2,4,4365,8730,2858,2931,2858,0,5715,0,5862,0,5715
2023,9,33,14,2,4,4170,6810,663,628,625,0,1317,0,1248,0,1241
2023,9,33,15,2,4,5460,9810,1159,1145,1130,0,2214,0,2140,0,2130
2023,9,33,16,2,4,3660,7320,30,28,28,0,60,0,56,0,56
2023,9,33,17,2,4,2970,5940,200,191,200,0,347,0,332,0,347
2023,9,33,18,2,4,10050,18375,1373,1360,1373,0,2750,0,2725,0,2750
2023,9,33,19,2,4,4500,5850,537,534,537,0,1602,0,1068,0,1050
2023,9,33,20,2,4,1380,2760,377,264,265,0,754,0,528,0,530
2023,9,33,22,2,4,40792,79165,4243,4416,4249,0,8480,0,8815,0,8476
2023,9,33,24,2,4,7275,12000,1256,1183,1161,0,2510,0,2365,0,2320
2023,9,33,25,2,4,1500,2880,143,78,77,0,286,0,156,0,154
2023,9,33,26,2,4,1590,3180,462,474,462,0,924,0,948,0,924
2023,9,33,27,2,4,7965,12555,897,881,870,0,1803,0,1769,0,1749
2023,9,33,28,2,4,3660,7320,340,360,340,0,680,0,720,0,680
2023,9,33,71,2,4,3300,5280,1108,1149,1108,0,1258,0,1276,0,1229
2023,9,33,72,2,4,9120,18240,2122,1930,1858,0,4244,0,3860,0,3716
2023,9,33,73,2,4,4005,8010,901,913,901,0,1788,0,1812,0,1788
2023,9,33,74,2,4,8459,16917,3476,3502,3476,0,6951,0,7003,0,6951
2023,9,33,75,2,4,5250,9240,1024,1001,1024,0,2048,0,2002,0,2048
2023,9,33,76,2,4,1350,2610,220,218,220,0,440,0,436,0,440
2023,9,53,01,1,1,420,780,108,23,24,178,0,39,0,40,0
2023,9,53,71,1,1,2483,3690,345,170,176,0,366,0,186,0,192
2023,9,53,01,1,2,600,1200,98,37,41,11,87,5,32,5,36
2023,9,53,15,1,2,1917,3420,1001,683,681,1408,519,964,385,959,369
2023,9,53,71,1,2,13740,21600,4765,3408,3376,18,5865,14,4006,13,3957
2023,9,53,07,1,3,3330,5400,233,148,152,25,319,20,186,20,191
2023,9,53,10,1,3,3450,5910,1118,657,650,184,2128,90,1096,92,1068
2023,9,53,15,1,3,11160,19320,5295,2758,2825,3514,6987,1840,3509,1816,3664
2023,9,53,71,1,3,20460,31650,9965,6736,6867,5165,12558,2967,8188,2883,8504
2023,9,53,15,1,4,12780,26820,7240,3984,4065,6064,8368,3682,5010,3724,5158
2023,9,53,71,1,4,10530,16740,7234,4129,4232,865,11647,620,7581,603,7845
2023,9,53,01,1,5,1410,2940,675,187,176,860,351,173,200,170,178
2023,9,53,15,1,5,13560,26730,8410,4060,4102,7666,10082,3445,4743,3235,4986
2023,9,53,01,2,1,675,1170,136,20,22,254,0,38,0,39,0
2023,9,53,03,2,1,150,300,3,3,3,0,6,0,6,0,6
2023,9,53,05,2,1,420,660,128,122,120,0,128,0,122,0,120
2023,9,53,07,2,1,1795,2512,243,84,78,7,314,3,108,3,103
2023,9,53,09,2,1,901,1389,81,87,81,0,109,0,116,0,109
2023,9,53,10,2,1,1650,2400,178,131,120,138,170,48,178,38,170
2023,9,53,11,2,1,2637,3176,75,71,71,16,82,16,73,16,73
2023,9,53,12,2,1,4218,5472,572,594,580,452,378,460,408,433,446
2023,9,53,13,2,1,1441,2246,200,178,172,1,263,1,240,1,232
2023,9,53,14,2,1,1188,2237,193,28,28,351,0,51,0,51,0
2023,9,53,15,2,1,6966,14783,2481,1620,1599,3514,1036,2118,716,2139,667
2023,9,53,17,2,1,510,840,77,35,29,68,39,39,16,30,16
2023,9,53,18,2,1,1153,1904,95,98,95,0,167,0,175,0,165
2023,9,53,20,2,1,330,540,21,11,11,0,21,0,11,0,11
2023,9,53,21,2,1,180,450,3,2,2,0,3,0,2,0,2
2023,9,53,01,2,2,2803,6248,467,308,297,21,505,14,323,14,313
2023,9,53,02,2,2,3240,4380,810,472,430,140,1218,92,740,82,658
2023,9,53,04,2,2,1920,3870,122,114,113,1,156,1,148,1,147
2023,9,53,05,2,2,3300,6120,618,600,586,0,618,0,600,0,586
2023,9,53,06,2,2,2475,4463,329,199,194,0,380,0,210,0,208
2023,9,53,07,2,2,1260,1890,171,87,87,0,249,0,126,0,126
2023,9,53,08,2,2,1860,3000,79,77,77,0,86,0,83,0,83
2023,9,53,09,2,2,4165,7529,1041,926,894,0,1578,0,1359,0,1313
2023,9,53,10,2,2,6565,9662,1374,844,810,737,1241,177,959,152,915
2023,9,53,11,2,2,8746,14109,603,612,598,0,807,0,823,0,802
2023,9,53,12,2,2,4050,5850,840,669,666,618,621,339,783,348,750
2023,9,53,13,2,2,3240,6120,350,239,227,20,475,20,365,20,354
2023,9,53,14,2,2,4260,7260,282,108,108,118,322,26,122,26,122
2023,9,53,15,2,2,20930,41908,6161,4124,4043,7425,4402,4412,2937,4341,2871
2023,9,53,17,2,2,2213,3338,79,60,60,90,51,68,36,68,36
2023,9,53,18,2,2,1440,2070,55,53,51,0,86,0,61,0,59
2023,9,53,19,2,2,2106,4212,111,104,104,0,193,0,184,0,184
2023,9,53,20,2,2,990,1110,82,41,41,0,112,0,56,0,56
2023,9,53,21,2,2,1410,2280,57,55,56,0,57,0,55,0,56
2023,9,53,71,2,2,11117,19526,1718,1303,1294,1041,1879,449,1837,436,1836
2023,9,53,01,2,3,900,1800,143,78,81,1,224,1,126,1,129
2023,9,53,02,2,3,750,1500,217,119,117,0,296,0,187,0,181
2023,9,53,03,2,3,840,1500,171,168,171,0,171,0,168,0,171
2023,9,53,04,2,3,2520,3600,612,624,612,0,993,0,1014,0,993
2023,9,53,05,2,3,960,1830,32,32,32,0,32,0,32,0,32
2023,9,53,06,2,3,4614,6976,386,286,289,0,506,0,346,0,349
2023,9,53,07,2,3,1170,1740,25,25,25,0,25,0,25,0,25
2023,9,53,08,2,3,930,1590,119,68,68,0,147,0,83,0,83
2023,9,53,09,2,3,1680,2160,494,236,250,0,924,0,472,0,492
2023,9,53,10,2,3,5280,9420,793,292,259,1339,317,301,215,244,205
2023,9,53,11,2,3,3240,5850,552,222,201,0,684,0,264,0,243
2023,9,53,12,2,3,3630,5865,856,565,545,388,2114,259,795,184,758
2023,9,53,13,2,3,3150,5460,780,600,590,43,1017,75,782,75,765
2023,9,53,14,2,3,2040,3360,108,16,12,192,0,30,0,20,0
2023,9,53,15,2,3,7376,14751,3100,2160,2135,708,5437,642,3372,636,3338
2023,9,53,18,2,3,1920,3240,904,316,286,0,1808,0,632,0,572
2023,9,53,20,2,3,780,1290,15,8,8,0,18,0,10,0,10
2023,9,53,21,2,3,750,1350,12,10,10,0,12,0,10,0,10
2023,9,53,71,2,3,17056,26207,3154,2228,2218,43,4540,39,3184,37,3177
2023,9,53,01,2,4,1500,3000,106,53,73,14,92,9,44,9,64
2023,9,53,02,2,4,8820,13770,2931,1776,1791,2,3097,148,3279,144,3288
2023,9,53,03,2,4,1380,1380,239,241,239,0,239,0,241,0,239
2023,9,53,04,2,4,21000,4200,223,231,223,0,371,0,384,0,371
2023,9,53,05,2,4,2640,4200,132,132,132,0,132,0,132,0,132
2023,9,53,06,2,4,3480,4290,1730,1142,1125,543,2380,242,1087,231,1028
2023,9,53,10,2,4,5466,7501,577,410,370,166,739,4,574,4,526
2023,9,53,13,2,4,1500,2370,254,131,121,24,378,24,174,24,155
2023,9,53,15,2,4,2970,5940,1532,770,828,1773,1505,636,906,701,957
2023,9,53,17,2,4,3960,7500,838,424,421,0,1186,0,603,0,600
2023,9,53,21,2,4,1410,1860,27,14,15,0,27,0,14,0,15
2023,9,53,71,2,4,9756,15984,545,456,461,0,784,0,613,0,619
2023,9,62,03,1,1,1830,2700,202,209,202,0,370,0,341,0,324
2023,9,62,11,1,1,1500,2070,198,187,181,0,382,0,358,0,348
2023,9,62,71,1,1,1080,1440,718,458,466,0,1676,0,768,0,748
2023,9,62,02,1,2,5670,6840,2355,1696,1668,13,4272,13,3027,13,2953
2023,9,62,71,1,2,11400,21038,5415,3335,3365,133,9870,67,5985,70,6004
2023,9,62,01,1,3,2263,2610,934,323,323,396,1551,130,468,124,468
2023,9,62,02,1,3,2190,3210,1809,1172,1199,44,3308,44,2035,44,2091
2023,9,62,03,1,3,1530,2580,1039,636,674,0,2078,0,1272,0,1348
2023,9,62,05,1,3,1350,1980,0,0,0,0,0,0,0,0,0
2023,9,62,71,1,3,7050,10830,2901,2243,2246,0,5048,0,4096,0,4097
2023,9,62,01,1,4,6120,8640,4013,2554,2453,269,2384,201,4478,195,3934
2023,9,62,02,1,4,3450,4500,2393,1500,1470,127,4796,23,3021,18,2981
2023,9,62,71,1,4,11550,14700,8382,5390,5465,367,15062,108,10195,113,10293
2023,9,62,71,1,5,6780,11280,2085,1048,1049,0,3138,0,1630,0,1630
2023,9,63,03,1,1,870,1020,203,214,203,0,404,0,414,0,392
2023,9,63,10,1,1,4350,5670,1765,1333,1326,11,2779,6,1905,6,1897
2023,9,63,71,1,1,9180,12240,2753,2494,2456,0,4604,0,4097,0,4022
2023,9,63,72,1,1,1920,3030,320,323,320,0,462,0,465,0,462
2023,9,63,01,1,2,1620,2610,557,558,557,0,1109,0,1111,0,1109
2023,9,63,02,1,2,1800,2550,314,299,296,0,628,0,598,0,592
2023,9,63,03,1,2,3720,5880,2214,1233,1171,0,3603,0,1890,0,1785
2023,9,63,71,1,2,7950,13950,4580,3874,3851,0,8660,23,7257,23,7209
2023,9,63,03,1,3,6720,10590,3138,2453,2377,46,5932,17,4694,15,4548
2023,9,63,09,1,3,5850,9300,3875,2895,2852,65,8209,31,5729,30,5577
2023,9,63,71,1,3,30241,45160,16350,10712,10519,14,30193,5,20027,5,19667
2023,9,63,72,1,3,12844,19350,7351,6099,6109,149,12979,76,10434,75,10401
2023,9,63,03,1,4,5550,7800,3531,3048,3034,0,6102,0,5306,0,5261
2023,9,63,71,1,4,37947,59220,21641,13003,12953,2209,41434,398,25771,267,25271
2023,9,63,72,1,4,11490,17430,7974,4921,4862,348,12659,150,8121,146,7980
2023,9,64,71,1,1,2790,4410,670,419,420,0,990,0,589,0,592
2023,9,64,72,1,1,4200,6630,2289,1580,1556,29,4885,29,3111,29,3029
2023,9,64,71,1,2,15990,20520,6450,5042,4972,70,12352,27,9165,27,9029
2023,9,64,72,1,2,9600,13770,6752,5089,4961,12,14269,10,9298,10,8987
2023,9,64,74,1,2,1080,1890,130,130,130,0,130,0,130,0,130
2023,9,64,01,1,3,6840,11280,1216,950,969,0,1739,0,1479,0,1511
2023,9,64,03,1,3,4140,5100,2112,1520,1464,0,3516,0,2491,0,2415
2023,9,64,04,1,3,3270,4920,2038,1315,1331,76,3268,34,2073,35,2069
2023,9,64,71,1,3,50040,72300,31425,23254,22895,200,54722,148,37656,145,36746
2023,9,64,72,1,3,30480,48810,22683,15818,15700,128,42726,111,28971,111,28770
2023,9,64,74,1,3,5820,9780,1583,1093,1103,85,2511,38,1726,37,1724
2023,9,64,71,1,4,60591,86070,34421,20766,20497,2292,55440,828,33172,788,32613
2023,9,64,72,1,4,26040,38550,18812,11224,11098,655,31916,339,19316,341,19056
2023,9,64,71,1,5,17820,23340,12521,6644,6564,665,13303,142,7472,159,7336
2023,9,64,72,1,5,4260,8430,2590,1736,1672,62,2528,36,1700,36,1636
2023,9,65,71,1,1,6090,9480,3278,2108,2109,5,5576,5,3363,5,3324
2023,9,65,71,1,2,3450,5250,996,955,976,0,1749,0,1667,0,1707
2023,9,65,02,1,4,2640,4200,964,717,737,57,1878,25,1434,25,1472
2023,9,65,71,1,4,2430,4860,1615,1030,1090,229,3037,104,1669,132,1711
2023,9,71,05,1,1,1499,1770,193,162,160,16,350,4,312,0,318
2023,9,71,71,1,1,8518,12468,3372,1846,1845,96,6707,60,3636,60,3614
2023,9,71,72,1,1,750,1050,503,360,351,6,707,3,357,3,348
2023,9,71,74,1,1,900,1800,285,272,261,0,570,0,544,0,522
2023,9,71,03,1,2,1110,1350,251,251,251,0,443,0,443,0,443
2023,9,71,09,1,2,360,390,22,21,21,0,40,0,38,0,38
2023,9,71,71,1,2,7649,11700,3261,2094,2053,5,5286,5,3866,5,3830
2023,9,71,72,1,2,900,1200,406,277,279,0,692,0,335,0,337
2023,9,71,73,1,2,1710,2370,994,1021,994,0,1988,0,2042,0,1988
2023,9,71,02,1,3,2250,3450,178,192,178,6,350,6,378,6,350
2023,9,71,05,1,3,2490,2940,991,683,683,0,1964,0,1365,0,1366
2023,9,71,06,1,3,660,1710,255,88,70,269,212,92,75,65,69
2023,9,71,71,1,3,20250,30150,7950,3776,3804,418,12253,156,5828,154,5785
2023,9,71,72,1,3,2880,5100,1856,957,961,440,3120,51,1897,39,1802
2023,9,71,03,1,4,2700,3330,849,849,849,0,1697,0,1697,0,1697
2023,9,71,06,1,4,9330,14520,3665,2553,2442,320,6862,320,5173,311,4980
2023,9,71,71,1,4,46710,67020,26833,14985,14968,3812,45662,1669,26096,1427,26356
2023,9,71,74,1,4,3000,4500,1844,1107,1110,0,3666,0,2258,0,2247
2023,9,71,02,1,5,9900,13680,3264,1666,1590,297,6442,46,3269,43,3089
2023,9,71,06,1,5,4530,5790,459,361,357,23,911,17,694,17,684
2023,9,71,71,1,5,14040,21121,7784,3482,3438,2429,10430,662,5391,656,5289
2023,9,72,07,1,1,720,2160,180,50,50,0,339,0,84,0,84
2023,9,72,71,1,1,2310,3540,926,670,614,0,1513,0,1019,0,935
2023,9,72,71,1,2,4320,7980,2966,1662,1509,0,4537,0,2267,0,2384
2023,9,72,02,1,3,8100,12720,4669,3617,3548,241,8945,216,6767,236,6596
2023,9,72,04,1,3,2130,3570,340,350,340,0,656,0,676,0,656
2023,9,72,10,1,3,1290,2040,61,61,61,0,122,0,122,0,122
2023,9,72,71,1,3,5808,8208,2953,1479,1464,0,5339,0,2767,0,2761
2023,9,72,71,1,4,7590,13800,5419,2701,2876,65,8695,24,4680,38,4931
2023,9,74,02,1,1,570,750,298,141,141,0,298,0,141,0,141
2023,9,74,05,1,1,1440,2340,124,124,124,0,248,0,248,0,248
2023,9,74,72,1,1,990,1980,654,197,202,0,1308,0,394,0,404
2023,9,74,71,1,2,9300,11880,2415,2001,1996,0,3758,0,2671,0,2634
2023,9,74,04,1,3,2790,4290,1905,1706,1690,0,3810,0,3412,0,3380
2023,9,74,07,1,3,2220,3210,528,113,109,192,444,36,115,31,116
2023,9,74,71,1,3,26430,43110,12375,11015,11094,1,21259,1,18379,1,18508
2023,9,74,72,1,3,2580,3960,1281,1264,1281,3,2559,3,2525,3,2559
2023,9,74,71,1,4,11992,15510,6236,4817,4897,130,11097,91,8885,90,8859
2023,9,74,01,2,1,1002,1102,0,67,67,0,0,0,133,0,133
2023,9,74,02,2,1,1328,2167,303,301,301,0,287,0,308,0,308
2023,9,74,03,2,1,1088,1088,263,257,263,0,503,3,492,0,503
2023,9,74,04,2,1,4499,6032,996,976,958,0,1503,0,1518,0,1481
2023,9,74,05,2,1,1410,1410,610,610,610,0,1196,0,1196,0,1196
2023,9,74,06,2,1,1980,2490,283,252,245,0,498,0,443,0,433
2023,9,74,07,2,1,5760,6660,636,378,378,0,723,0,408,0,411
2023,9,74,08,2,1,2640,5966,361,334,338,11,640,7,606,7,615
2023,9,74,09,2,1,1238,1238,69,55,55,0,92,0,79,0,79
2023,9,74,10,2,1,1260,1728,558,504,504,0,985,0,908,0,913
