tahun,bulan,kode_prov_baru,kode_kab_baru,jenis_akomodasi,kelas_akomodasi,room,bed,room_yesterday,room_in,room_out,wna_yesterday,wni_yesterday,wna_in,wni_in,wna_out,wni_out
2023,12,61,07,2,1,326,326,72,48,47,0,137,0,92,0,89
2023,12,61,08,2,1,1457,1643,370,339,330,0,402,0,357,0,348
2023,12,61,09,2,1,124,124,6,6,6,0,11,0,11,0,11
2023,12,61,11,2,1,1674,2046,150,150,150,0,150,0,150,0,150
2023,12,61,12,2,1,248,248,161,163,161,0,161,0,163,0,161
2023,12,61,71,2,1,496,558,287,112,116,0,562,0,171,0,173
2023,12,61,01,2,2,8257,12534,1226,1267,1224,0,2100,0,2325,0,2240
2023,12,61,02,2,2,6574,10496,2079,2066,2026,0,3292,0,3297,0,3218
2023,12,61,03,2,2,5712,6650,1436,1134,1148,0,2872,0,2267,0,2294
2023,12,61,04,2,2,2248,2403,836,886,836,0,1665,0,1765,0,1665
2023,12,61,05,2,2,7615,11091,1466,1477,1466,0,2792,0,2621,0,2592
2023,12,61,06,2,2,18984,23907,5073,5180,4972,0,8733,0,8825,0,8370
2023,12,61,07,2,2,4840,6203,1085,994,977,0,1937,0,1771,0,1729
2023,12,61,08,2,2,9284,12262,2050,2067,1974,0,2739,0,2785,0,2657
2023,12,61,09,2,2,3100,4371,867,886,863,0,1549,0,1580,0,1543
2023,12,61,10,2,2,3635,6077,1398,1201,1174,0,1602,0,1404,0,1376
2023,12,61,11,2,2,2567,3683,194,679,637,0,328,0,1102,0,1046
2023,12,61,12,2,2,1116,1209,304,310,304,0,439,0,455,0,439
2023,12,61,71,2,2,4798,5709,2125,1935,1891,69,2514,42,2276,40,2211
2023,12,61,72,2,2,3658,7316,1118,1188,1118,0,2236,0,2376,0,2236
2023,12,61,01,2,3,4400,4918,585,637,580,0,1104,0,1199,0,1104
2023,12,61,02,2,3,775,992,249,251,249,0,424,0,430,0,424
2023,12,61,03,2,3,806,806,144,126,132,0,288,0,252,0,264
2023,12,61,04,2,3,3565,5332,1222,1242,1222,0,2426,0,2466,0,2426
2023,12,61,05,2,3,11501,15743,5939,5973,5939,0,7561,0,7616,0,7561
2023,12,61,06,2,3,13411,17926,3750,3479,3340,0,7480,0,6328,0,5957
2023,12,61,07,2,3,3720,5890,815,834,799,0,1586,0,1636,0,1562
2023,12,61,08,2,3,2573,3224,1001,1019,1001,0,1343,0,1373,0,1343
2023,12,61,09,2,3,961,961,546,568,546,0,618,0,641,0,618
2023,12,61,10,2,3,8872,15903,3415,2633,2628,27,4221,9,3462,9,3451
2023,12,61,11,2,3,2852,5704,0,1190,1122,0,0,0,2261,0,2143
2023,12,61,12,2,3,2945,3224,1363,1383,1363,2,2659,2,2694,2,2659
2023,12,61,71,2,3,10064,13299,5683,3758,3728,6,12409,3,5394,3,5071
2023,12,61,72,2,3,15478,30949,3618,3984,3563,0,6364,0,7039,0,6254
2023,12,61,01,2,4,6448,8959,1327,1295,1309,0,2334,9,2280,9,2301
2023,12,61,02,2,4,3875,7347,361,400,355,0,601,0,675,0,589
2023,12,61,03,2,4,6541,7750,1533,1255,1260,0,3066,0,2510,0,2520
2023,12,61,05,2,4,8594,14858,3149,3190,3149,0,5281,0,5351,0,5281
2023,12,61,07,2,4,8246,17193,1919,1575,1474,8,2563,7,2001,7,1883
2023,12,61,09,2,4,3751,5797,830,848,830,0,1693,0,1729,0,1693
2023,12,61,10,2,4,2883,4836,785,794,785,0,995,0,1009,0,995
2023,12,61,71,2,4,15632,20673,6979,5610,5579,74,10905,73,8726,74,8697
2023,12,61,72,2,4,24738,49662,8362,7608,7136,386,14862,576,13956,540,13058
2023,12,62,03,1,1,1922,2945,313,331,311,0,463,0,484,0,457
2023,12,62,11,1,1,1550,2139,270,235,233,0,515,0,448,0,445
2023,12,62,71,1,1,1446,1488,696,505,505,0,1711,0,860,0,846
2023,12,62,02,1,2,5828,7998,2863,2024,1968,13,5580,10,3833,8,3713
2023,12,62,71,1,2,11780,19468,7733,4364,4308,31,15185,23,8118,19,7994
2023,12,62,01,1,3,1798,2697,724,355,346,100,1297,40,638,40,620
2023,12,62,02,1,3,2263,3317,1962,1210,1220,15,3418,16,2138,15,2163
2023,12,62,03,1,3,1581,2666,1324,875,875,0,2648,0,1750,0,1750
2023,12,62,71,1,3,7285,11501,2862,2296,2217,0,5081,0,4014,0,3874
2023,12,62,01,1,4,7533,11315,3231,2339,2208,1200,5469,199,4192,142,3975
2023,12,62,02,1,4,3565,4650,2652,2105,2091,21,5283,19,4191,17,4165
2023,12,62,71,1,4,12059,15221,9378,6187,6199,189,19552,93,11245,95,11208
2023,12,62,71,1,5,7006,11656,2466,1511,1574,0,3533,0,2369,0,2422
2023,12,62,01,2,1,1412,1736,154,175,142,19,288,15,351,11,270
2023,12,62,02,2,1,1388,1693,272,286,272,0,487,0,518,0,487
2023,12,62,03,2,1,496,620,44,32,34,0,61,0,42,0,46
2023,12,62,04,2,1,372,682,200,207,199,0,373,0,386,0,370
2023,12,62,05,2,1,558,868,70,64,70,0,86,0,80,0,86
2023,12,62,07,2,1,1455,1798,29,37,37,0,37,0,37,0,37
2023,12,62,08,2,1,1072,1962,153,160,153,0,215,0,222,0,215
2023,12,62,09,2,1,1023,1767,109,73,68,0,145,0,121,0,108
2023,12,62,10,2,1,775,1318,96,91,91,0,143,0,138,0,138
2023,12,62,11,2,1,620,744,19,19,19,0,34,0,34,0,34
2023,12,62,13,2,1,186,403,12,6,0,0,12,0,6,0,0
2023,12,62,71,2,1,2722,5559,618,616,566,0,1358,0,1150,0,1056
2023,12,62,01,2,2,7850,9844,1516,1557,1391,0,2434,17,2661,0,2280
2023,12,62,02,2,2,16846,21890,6828,7042,6828,0,13032,0,13054,0,12580
2023,12,62,03,2,2,6429,9006,1147,1181,1130,0,1555,0,1605,0,1555
2023,12,62,04,2,2,6254,11449,1790,1709,1659,0,3061,0,2966,0,2885
2023,12,62,05,2,2,5815,9627,1469,1499,1456,0,2392,0,2462,0,2374
2023,12,62,06,2,2,2697,3999,535,507,474,0,752,0,697,0,636
2023,12,62,07,2,2,3602,4774,1168,1173,1168,0,1168,0,1173,0,1168
2023,12,62,08,2,2,4098,8271,638,557,560,0,1123,0,989,0,994
2023,12,62,09,2,2,4188,5543,780,607,608,0,1125,0,799,0,804
2023,12,62,10,2,2,868,1736,67,54,53,0,89,0,74,0,71
2023,12,62,11,2,2,3627,6383,1210,1080,1055,0,2396,0,2136,0,2087
2023,12,62,12,2,2,4474,6847,1507,1467,1480,0,2814,0,2750,0,2770
2023,12,62,13,2,2,5264,9427,726,460,409,0,768,0,489,0,435
2023,12,62,71,2,2,12275,22847,2523,2394,2305,13,5362,13,4243,13,4052
2023,12,62,01,2,3,10913,14561,3109,2366,2191,0,6372,0,4028,0,3671
2023,12,62,02,2,3,8231,10696,2919,2976,2919,0,4977,0,5091,0,4964
2023,12,62,03,2,3,961,1550,218,227,214,0,370,0,386,0,363
2023,12,62,04,2,3,1085,2108,230,169,148,0,423,0,308,0,266
2023,12,62,05,2,3,4371,8401,1302,1358,1297,0,2447,0,2550,0,2441
2023,12,62,06,2,3,775,1364,29,27,29,0,31,0,27,0,31
2023,12,62,07,2,3,3069,3658,1273,1331,1273,0,1273,0,1331,0,1273
2023,12,62,09,2,3,2821,3534,733,657,652,0,1237,0,1106,0,1105
2023,12,62,10,2,3,1023,1519,120,114,107,0,149,0,131,0,123
2023,12,62,12,2,3,868,1178,65,65,65,0,195,0,195,0,195
2023,12,62,13,2,3,2139,2852,967,826,789,0,1207,0,846,0,789
2023,12,62,71,2,3,13123,22903,2671,2420,2373,0,4490,0,4055,0,3952
2023,12,62,01,2,4,7678,11548,1691,1076,988,0,2680,0,1880,0,1688
2023,12,62,02,2,4,11858,16694,3586,3480,3355,0,6522,0,5894,0,5579
2023,12,62,03,2,4,1457,1922,284,286,284,0,502,0,506,0,502
2023,12,62,04,2,4,1612,2636,458,419,403,0,846,0,785,0,755
2023,12,62,05,2,4,3520,4092,256,242,256,0,478,0,460,0,478
2023,12,62,08,2,4,1798,4743,91,81,85,0,180,0,159,0,166
2023,12,62,71,2,4,7595,11160,1259,1221,1120,0,2569,0,2432,0,2232
2023,12,64,01,2,1,868,1426,208,207,202,0,208,0,207,0,202
2023,12,64,02,2,1,1768,1908,621,346,333,6,615,3,343,3,330
2023,12,64,03,2,1,5046,7975,289,368,368,0,536,0,683,0,683
2023,12,64,04,2,1,806,1612,506,507,506,0,1012,0,1014,0,1012
2023,12,64,05,2,1,4884,6744,0,0,0,0,0,0,0,0,0
2023,12,64,09,2,1,372,372,0,12,12,0,0,0,24,0,24
2023,12,64,11,2,1,1088,1553,293,150,155,0,293,0,150,0,155
2023,12,64,71,2,1,1736,2356,608,620,608,0,608,0,624,0,608
2023,12,64,72,2,1,1581,1860,474,345,327,0,645,0,516,0,498
2023,12,64,74,2,1,620,868,62,65,62,0,94,0,100,0,94
2023,12,64,01,2,2,4340,7006,1422,1383,1352,0,2121,0,2114,0,2059
2023,12,64,02,2,2,4160,4600,1493,777,749,0,1493,0,777,0,749
2023,12,64,03,2,2,18940,26121,4070,3948,3859,0,7473,0,7150,0,6971
2023,12,64,04,2,2,23546,39338,7057,6123,5975,0,11591,0,10363,0,10153
2023,12,64,05,2,2,13883,19281,2035,2125,2028,0,2308,0,2414,0,2302
2023,12,64,09,2,2,4288,5359,1367,1375,1321,11,1778,11,2069,11,1986
2023,12,64,11,2,2,2232,2852,539,228,237,0,535,0,228,0,237
2023,12,64,71,2,2,18794,23865,7677,5213,4990,0,12230,0,7863,0,7495
2023,12,64,72,2,2,12168,16011,4621,2839,2685,0,9241,0,5316,0,5008
2023,12,64,74,2,2,2433,3313,601,580,582,0,1004,0,973,0,972
2023,12,64,01,2,3,2108,3472,162,180,162,0,162,0,180,0,162
2023,12,64,02,2,3,4960,5580,1831,933,882,0,1831,0,933,0,882
2023,12,64,03,2,3,3844,5518,1358,926,894,0,2260,0,1584,0,1537
2023,12,64,04,2,3,11130,16895,2576,1959,1912,0,4457,0,3591,0,3513
2023,12,64,05,2,3,15052,20802,2597,2588,2508,0,3770,0,3761,0,3651
2023,12,64,09,2,3,3627,3627,2055,666,645,0,4485,0,1194,0,1101
2023,12,64,11,2,3,775,775,163,66,68,0,163,0,66,0,68
2023,12,64,71,2,3,10886,14225,3640,2195,2088,0,5143,0,3459,0,3283
2023,12,64,72,2,3,17285,24807,7253,4496,4365,16,14182,7,8859,7,8610
2023,12,64,74,2,3,6107,9486,1882,1856,1847,0,3363,0,3359,0,3303
2023,12,64,01,2,4,1395,2790,92,101,92,0,92,0,101,0,92
2023,12,64,02,2,4,2573,3007,928,461,448,0,928,0,461,0,448
2023,12,64,03,2,4,3751,4464,1711,940,929,0,2438,0,1592,0,1572
2023,12,64,04,2,4,8092,10232,2108,1894,1822,0,3503,0,3144,0,3023
2023,12,64,05,2,4,20832,34224,11784,11988,11472,72,21564,96,22716,72,21564
2023,12,64,71,2,4,6262,9796,2934,1384,1302,0,5478,0,2198,0,2058
2023,12,64,72,2,4,8649,11129,2423,1666,1581,0,3846,0,2864,0,2683
2023,12,64,74,2,4,5952,7812,1018,1007,1018,0,2133,0,1995,0,2013
2023,12,65,02,2,1,155,217,27,24,27,0,27,0,24,0,27
2023,12,65,03,2,1,698,931,11,23,23,0,21,0,45,0,45
2023,12,65,04,2,1,1116,1674,192,204,186,0,192,0,204,0,186
2023,12,65,01,2,2,2418,3317,644,548,540,0,788,0,636,0,630
2023,12,65,02,2,2,4092,5735,1503,867,840,0,3021,0,1717,0,1675
2023,12,65,03,2,2,2976,4948,143,106,106,0,283,0,205,0,205
2023,12,65,04,2,2,9408,11611,2712,2755,2667,27,2991,28,3033,27,2946
2023,12,65,71,2,2,6996,10282,2291,1983,1913,0,5356,0,3384,0,3211
2023,12,65,01,2,3,4031,7479,1508,944,914,0,2288,0,1332,0,1283
2023,12,65,02,2,3,6547,10565,1640,972,972,0,3183,0,1793,0,1784
2023,12,65,04,2,3,4960,7363,493,495,493,0,733,0,735,0,733
2023,12,65,71,2,3,11222,15252,3966,2820,2768,0,7090,0,4724,0,4614
2023,12,65,02,2,4,3813,5921,2350,1969,1990,9,4336,8,3664,8,3692
2023,12,65,71,2,4,16492,22568,9634,6858,6888,54,15008,58,9366,54,9366
2023,12,71,05,1,1,1550,1829,138,104,98,0,276,0,208,0,196
2023,12,71,71,1,1,7564,10943,3878,2224,2177,27,7392,43,4245,11,4190
2023,12,71,72,1,1,775,1085,581,458,457,6,575,3,455,3,454
2023,12,71,74,1,1,930,1860,331,299,297,0,662,0,598,0,594
2023,12,71,03,1,2,1147,1395,94,70,70,0,188,0,140,0,140
2023,12,71,09,1,2,372,403,20,20,20,0,40,0,40,0,40
2023,12,71,71,1,2,7936,13454,4488,3044,2901,32,8568,10,5983,10,5677
2023,12,71,72,1,2,930,1240,704,202,192,0,996,0,241,0,206
2023,12,71,73,1,2,1767,2449,975,1018,975,0,1950,0,2038,0,1950
2023,12,71,02,1,3,2613,3565,155,171,155,20,290,20,322,20,290
2023,12,71,05,1,3,2573,3038,1152,826,828,0,2326,0,1654,0,1656
2023,12,71,06,1,3,682,1767,125,57,47,201,31,81,29,75,15
2023,12,71,71,1,3,23901,36301,12762,7493,7232,285,19906,180,12365,207,11933
2023,12,71,72,1,3,2976,5270,1250,881,909,210,2532,25,1740,29,1768
2023,12,71,03,1,4,2790,3441,946,854,854,0,1892,0,1708,0,1708
2023,12,71,06,1,4,9641,15004,5670,3805,3790,761,10580,858,6346,761,6421
2023,12,71,71,1,4,49135,65038,32178,19183,19210,3178,52036,1643,31481,1510,31819
2023,12,71,74,1,4,3100,4650,2122,1584,1596,0,4380,0,3218,0,3260
2023,12,71,02,1,5,10230,14136,4016,2578,2692,97,7980,37,5141,37,5367
2023,12,71,06,1,5,4681,5983,1047,657,689,36,2008,10,1300,8,1363
2023,12,71,71,1,5,14508,21824,7286,4840,4857,4353,8614,2372,6325,2384,6147
2023,12,71,01,2,1,744,992,64,51,50,0,117,0,92,0,91
2023,12,71,03,2,1,310,558,33,30,30,0,65,0,59,0,59
2023,12,71,04,2,1,124,186,7,6,6,0,7,0,6,0,6
2023,12,71,05,2,1,62,62,35,11,9,0,70,0,22,0,18
2023,12,71,07,2,1,279,279,44,46,44,0,44,0,46,0,44
2023,12,71,09,2,1,465,527,54,40,38,0,126,0,80,0,74
2023,12,71,10,2,1,527,682,46,24,28,0,92,0,48,0,56
2023,12,71,11,2,1,899,899,80,70,71,0,87,0,75,0,76
2023,12,71,71,2,1,783,948,282,161,146,0,456,0,267,0,248
2023,12,71,72,2,1,744,744,148,124,117,0,148,0,124,0,117
2023,12,71,73,2,1,620,930,17,17,17,0,34,0,34,0,34
2023,12,71,74,2,1,279,279,36,38,36,0,72,0,76,0,72
2023,12,71,01,2,2,620,899,21,21,21,0,42,0,42,0,42
2023,12,71,02,2,2,868,1302,24,24,24,0,48,0,48,0,48
2023,12,71,03,2,2,1364,1767,165,151,151,0,317,0,291,0,291
2023,12,71,04,2,2,1333,1550,127,82,82,0,150,0,104,0,104
2023,12,71,05,2,2,1364,1581,247,203,190,0,494,0,406,0,376
2023,12,71,06,2,2,1395,1860,282,279,282,0,282,0,279,0,282
2023,12,71,07,2,2,2356,3720,623,632,614,180,565,184,557,180,541
2023,12,71,08,2,2,496,620,166,44,44,0,332,0,88,0,88
2023,12,71,09,2,2,310,496,19,19,19,0,38,0,38,0,38
2023,12,71,10,2,2,1457,1798,158,151,153,0,239,0,228,0,230
2023,12,71,11,2,2,1116,1116,40,40,40,0,41,0,41,0,41
2023,12,71,71,2,2,7037,8928,1815,1551,1533,0,3511,0,2995,0,2959
2023,12,71,72,2,2,2077,2635,330,135,136,391,159,58,114,71,109
2023,12,71,73,2,2,4981,7151,221,232,197,0,372,18,448,18,374
2023,12,71,74,2,2,3999,5797,1050,1026,990,0,1573,0,1550,0,1480
2023,12,71,01,2,3,806,961,40,37,40,0,74,0,68,0,74
2023,12,71,03,2,3,2015,2759,103,98,98,0,203,0,193,0,193
2023,12,71,04,2,3,837,1023,25,25,25,0,25,0,25,0,25
2023,12,71,08,2,3,930,1302,245,52,52,0,490,0,104,0,104
2023,12,71,09,2,3,899,961,20,20,20,0,38,0,38,0,38
2023,12,71,71,2,3,17453,22599,5105,3613,3398,0,8761,0,6256,0,5872
2023,12,71,72,2,3,2821,3379,379,357,353,0,742,0,597,0,583
2023,12,71,73,2,3,2914,5270,1283,1031,1000,7,2328,3,1977,3,1919
2023,12,71,74,2,3,1984,2294,790,811,790,0,858,0,877,0,858
2023,12,71,71,2,4,16430,21607,7851,6068,5846,63,12723,31,9857,30,9406
2023,12,71,73,2,4,1612,1736,238,233,231,0,506,0,496,0,492
2023,12,72,01,2,1,60,60,0,12,2,0,0,0,11,0,11
2023,12,72,02,2,1,4348,5712,1467,1001,939,0,1470,0,1023,0,948
2023,12,72,03,2,1,3348,4278,1272,1248,1240,0,2630,0,2462,0,2442
2023,12,72,04,2,1,7899,11685,898,903,890,0,1801,0,1813,0,1786
2023,12,72,05,2,1,2780,3382,0,113,113,0,0,0,191,0,191
2023,12,72,06,2,1,7589,10054,1122,1107,1054,0,1972,0,2064,0,1941
2023,12,72,07,2,1,1978,3956,0,174,143,0,0,0,247,0,212
2023,12,72,08,2,1,7006,12028,618,690,706,0,1030,0,1136,0,1162
2023,12,72,09,2,1,2495,3928,33,163,164,0,54,0,267,0,271
2023,12,72,10,2,1,931,1767,80,77,71,0,159,0,153,0,141
2023,12,72,11,2,1,403,403,12,32,32,0,12,0,32,0,32
2023,12,72,12,2,1,2385,3551,402,301,300,0,705,0,510,0,506
2023,12,72,71,2,1,3034,3828,540,525,503,0,924,0,858,0,827
2023,12,72,01,2,2,744,1178,0,53,46,0,0,0,53,0,46
2023,12,72,02,2,2,13381,19265,4112,2530,2382,22,4718,13,2897,13,2722
2023,12,72,03,2,2,11762,16779,3733,2881,2861,0,7951,0,5761,0,5691
2023,12,72,04,2,2,14568,21437,2048,2086,2048,11,4079,11,4154,11,4079
2023,12,72,05,2,2,2503,4025,0,65,65,0,0,0,107,0,107
2023,12,72,06,2,2,8682,15348,2459,1689,1686,0,3971,0,2743,0,2710
2023,12,72,07,2,2,6449,12897,0,224,212,0,0,0,352,0,339
2023,12,72,08,2,2,13103,21721,2598,2537,2536,0,4983,0,4872,0,4866
2023,12,72,09,2,2,7493,11849,1259,1240,1235,0,2168,0,2211,0,2187
2023,12,72,11,2,2,2209,2558,72,118,118,0,13,0,131,0,131
2023,12,72,12,2,2,7596,10526,3021,2359,2310,0,5024,0,3687,0,3600
2023,12,72,71,2,2,16875,27420,4391,3029,2898,1,6734,1,4680,1,4456
2023,12,72,01,2,3,2945,3658,0,542,506,0,0,0,542,0,506
2023,12,72,02,2,3,12676,16337,2841,2627,2466,0,4494,0,4049,0,3835
2023,12,72,04,2,3,7119,12084,1918,1983,1918,0,3911,0,4050,0,3911
2023,12,72,08,2,3,775,775,76,40,39,0,150,0,78,0,76
2023,12,72,09,2,3,1891,3038,922,854,808,0,1853,24,1715,24,1625
2023,12,72,11,2,3,775,961,0,58,56,0,0,0,58,0,56
2023,12,72,71,2,3,6057,9104,705,570,547,0,1335,0,1087,0,1030
2023,12,72,02,2,4,1333,1302,57,92,57,0,103,0,173,0,103
2023,12,72,09,2,4,2790,4371,268,263,252,0,270,0,263,0,254
2023,12,72,10,2,4,1364,1364,272,284,272,0,544,0,568,0,544
2023,12,72,71,2,4,9301,14229,2359,1497,1494,0,4220,0,2845,0,2848
2023,12,73,01,1,1,3844,4154,210,159,152,0,308,0,243,0,223
2023,12,73,02,1,1,4139,8696,1592,1629,1592,0,3077,0,3172,0,3077
2023,12,73,04,1,1,465,930,49,49,49,0,49,0,49,0,49
2023,12,73,08,1,1,3689,5146,2658,2663,2658,269,2389,272,2391,269,2389
2023,12,73,11,1,1,1891,2728,714,718,714,0,1415,0,1421,0,1415
2023,12,73,13,1,1,1023,1147,409,410,409,12,680,12,682,12,680
2023,12,73,14,1,1,930,1364,288,170,163,0,576,0,340,0,326
2023,12,73,15,1,1,620,1085,166,159,166,0,332,0,318,0,332
2023,12,73,18,1,1,682,1395,0,85,85,0,0,0,170,0,170
2023,12,73,26,1,1,7037,10700,1276,1108,1060,0,2712,0,2367,0,2260
2023,12,73,71,1,1,27323,37005,11608,7964,7654,0,22996,0,14131,0,13386
2023,12,73,73,1,1,3442,5301,1757,1628,1547,0,2108,0,1937,0,1826
2023,12,73,03,1,2,3224,5735,1260,1295,1260,0,2226,0,2286,0,2226
2023,12,73,06,1,2,2759,6882,656,745,656,0,1441,0,1655,0,1441
2023,12,73,12,1,2,1054,2108,390,371,382,0,780,0,742,0,764
2023,12,73,18,1,2,1116,2232,39,167,151,0,68,0,321,0,288
2023,12,73,22,1,2,465,713,85,85,85,0,170,0,170,0,170
2023,12,73,25,1,2,3410,3906,992,931,974,0,1925,0,1832,0,1918
2023,12,73,26,1,2,372,620,163,174,163,0,326,0,348,0,326
2023,12,73,71,1,2,70109,96968,35977,27458,26740,64,67721,36,48064,41,46821
2023,12,73,73,1,2,2232,3007,777,803,777,0,1513,0,1560,0,1513
2023,12,73,08,1,3,2728,5456,495,499,495,0,990,0,998,0,990
2023,12,73,11,1,3,2511,5022,944,898,944,0,1888,0,1796,0,1888
2023,12,73,12,1,3,1240,2480,177,162,163,0,354,0,324,0,326
2023,12,73,13,1,3,1705,1705,966,946,966,0,1268,0,1243,0,1268
2023,12,73,15,1,3,2418,4030,1071,1113,1071,0,2142,0,2226,0,2142
2023,12,73,18,1,3,1612,2821,579,606,579,0,1170,0,1224,0,1170
2023,12,73,26,1,3,2356,3751,181,195,181,0,342,0,364,0,342
2023,12,73,71,1,3,171004,260382,100562,70729,69148,742,173497,383,116858,395,113191
2023,12,73,72,1,3,775,1240,404,400,404,0,803,0,795,0,803
2023,12,73,26,1,4,6975,11842,2676,1526,1427,358,5070,110,3082,134,2866
2023,12,73,71,1,4,78711,115068,51714,37001,36596,2293,80387,852,57467,877,56705
2023,12,73,71,1,5,39029,47151,27096,13341,12699,338,44538,95,21708,99,20381
2023,12,74,01,2,1,1035,1138,100,76,76,0,200,0,150,0,150
2023,12,74,02,2,1,1356,2218,105,110,105,0,107,0,112,0,107
2023,12,74,03,2,1,1047,1240,371,366,362,0,649,0,647,0,638
2023,12,74,04,2,1,4400,6276,1353,1089,1059,0,2378,0,1803,0,1737
2023,12,74,05,2,1,1457,1457,692,697,692,0,1376,0,1386,0,1376
2023,12,74,06,2,1,2046,2573,288,252,252,0,562,0,489,0,490
2023,12,74,07,2,1,6138,7626,921,495,495,6,975,3,531,3,531
2023,12,74,08,2,1,2729,6468,422,382,393,0,809,0,746,0,761
2023,12,74,09,2,1,1278,1278,102,55,54,0,140,0,84,0,84
2023,12,74,10,2,1,1340,1824,561,516,515,0,1038,0,950,0,947
2023,12,74,11,2,1,783,783,118,118,118,0,185,0,185,0,185
2023,12,74,12,2,1,659,1318,0,49,49,0,0,0,81,0,81
2023,12,74,14,2,1,961,961,45,43,43,0,61,0,59,0,59
2023,12,74,15,2,1,124,124,0,3,3,0,0,0,6,0,6
2023,12,74,71,2,1,5832,6971,942,1300,1270,0,1370,0,1753,0,1689
2023,12,74,72,2,1,4016,5468,592,537,540,0,858,0,808,0,806
2023,12,74,01,2,2,589,651,0,20,20,0,0,0,40,0,40
2023,12,74,02,2,2,4867,7494,620,427,421,0,832,0,559,0,546
2023,12,74,03,2,2,2537,3158,346,318,322,0,568,0,523,0,532
2023,12,74,04,2,2,8485,11172,2680,2324,2229,0,5093,0,4372,0,4183
2023,12,74,05,2,2,1070,1070,340,341,340,0,674,0,677,0,674
2023,12,74,06,2,2,558,744,22,22,22,0,41,0,41,0,41
2023,12,74,07,2,2,8444,10077,924,519,526,0,1049,0,574,0,581
2023,12,74,08,2,2,4216,11284,1228,1154,1136,0,1942,0,1844,0,1802
2023,12,74,09,2,2,2373,2930,361,179,179,0,457,0,241,0,239
2023,12,74,10,2,2,3125,3602,446,660,593,0,535,8,784,8,674
2023,12,74,11,2,2,2166,2166,241,247,241,0,373,0,383,0,373
2023,12,74,12,2,2,1178,2356,117,162,162,0,220,0,288,0,288
2023,12,74,13,2,2,341,403,69,29,28,0,69,0,29,0,28
2023,12,74,14,2,2,372,372,81,43,42,0,81,0,43,0,42
2023,12,74,15,2,2,558,558,0,44,44,0,0,0,88,0,88
2023,12,74,71,2,2,27905,31286,5708,6974,6775,0,7294,0,8543,0,8261
2023,12,74,72,2,2,9197,12186,2263,2196,2188,0,2971,0,2858,0,2834
2023,12,74,03,2,3,899,1395,62,61,62,0,93,0,90,0,93
2023,12,74,04,2,3,1674,1798,500,532,500,0,820,0,864,0,820
2023,12,74,05,2,3,930,1240,96,93,96,0,136,0,130,0,136
2023,12,74,06,2,3,837,1054,116,106,106,0,172,0,161,0,161
2023,12,74,07,2,3,3793,5237,64,64,64,0,64,0,64,0,64
2023,12,74,08,2,3,2356,4774,770,498,516,0,1466,0,958,0,992
2023,12,74,09,2,3,1209,1209,16,7,7,0,16,0,7,0,7
2023,12,74,71,2,3,12044,13454,3868,3809,3661,0,5096,0,5093,0,4806
2023,12,74,72,2,3,4882,7247,1111,697,667,0,2097,0,1338,0,1280
2023,12,74,71,2,4,2790,5580,166,166,166,0,338,0,326,0,326
2023,12,74,72,2,4,4650,6975,366,357,366,0,456,0,447,0,456
2023,12,94,03,1,1,3782,4154,281,245,242,0,584,0,486,0,479
2023,12,94,71,1,1,4092,4836,1352,804,1290,0,1352,0,1383,0,792
2023,12,94,09,1,2,961,1147,175,32,37,0,235,0,54,0,59
2023,12,94,71,1,2,6836,10045,4135,3077,3028,0,7112,0,5355,0,5301
2023,12,94,03,1,3,2232,3317,1497,1358,1327,0,3594,0,2716,0,2634
2023,12,94,09,1,3,1457,2263,1087,619,598,0,1979,0,1169,0,1119
2023,12,94,71,1,3,26087,39573,15693,10457,10245,2,31990,2,19615,2,19039
2023,12,94,03,1,4,12988,17894,3535,2642,2496,5,6775,5,5276,5,4993
2023,12,94,09,1,4,3162,3224,2498,1218,1194,95,4300,15,2204,30,2127
2023,12,94,71,1,4,26367,55614,12907,7864,7774,63,24254,35,15096,35,14791
2023,12,94,03,2,1,155,155,25,26,24,0,25,0,26,0,24
2023,12,94,09,2,1,186,217,8,4,4,0,12,0,6,0,6
2023,12,94,19,2,1,1047,2055,60,27,27,0,97,0,44,0,44
2023,12,94,27,2,1,248,248,0,0,0,0,0,0,0,0,0
2023,12,94,71,2,1,992,1364,678,626,618,0,782,0,700,0,678
2023,12,94,03,2,2,7062,7062,964,924,895,0,903,0,924,0,895
2023,12,94,08,2,2,899,1209,119,130,119,0,119,0,130,0,119
2023,12,94,09,2,2,3643,7119,1028,759,788,0,1338,0,1025,0,1073
2023,12,94,19,2,2,1240,2480,178,106,140,0,282,0,186,0,228
2023,12,94,71,2,2,7106,10244,3945,1556,1530,0,8480,0,2814,0,2489
2023,12,94,03,2,3,3875,3875,405,388,374,0,405,0,388,0,374
2023,12,94,09,2,3,5890,9114,1415,1033,1038,6,2045,3,1587,3,1591
2023,12,94,20,2,3,1085,1767,176,189,176,0,176,0,189,0,176
2023,12,94,26,2,3,1209,2108,102,38,47,0,165,0,58,0,75
2023,12,94,71,2,3,11308,16889,3025,1560,2553,0,4857,0,4459,0,2695
2023,12,94,03,2,4,4433,4433,280,274,265,0,280,0,274,0,265
2023,12,94,08,2,4,2852,4154,834,844,834,0,834,0,844,0,834
2023,12,94,09,2,4,1457,2294,112,82,86,0,158,0,134,0,139
2023,12,94,71,2,4,16616,22320,6248,4548,4412,0,9020,0,6980,0,6792
